Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
3288;21 BD LEFEBVRE;75015;Paris;2018;AXIMO;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;647897.006;6859350.002;"{""type"": ""Point"", ""coordinates"": [2.290220123798464, 48.83209808550058]}";48.8320980855,2.2902201238
3307;17 RUE DU CROISSANT;75002;Paris;2018;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;2;logement familial;651875.01;6863408.326;"{""type"": ""Point"", ""coordinates"": [2.343949091338595, 48.868903680248025]}";48.8689036802,2.34394909134
3313;130 RUE SAINT MAUR;75011;Paris;2018;ELOGIE SIEMP;2;1;0;0;0;acquisition réhabilitation;;11;logement familial;654180.078;6863290.593;"{""type"": ""Point"", ""coordinates"": [2.375383659003844, 48.86801303156915]}";48.8680130316,2.375383659
3159;2 AVENUE DE LA PORTE BRUNET;75019;Paris;2017;RIVP;1;0;0;0;1;acquisition réhabilitation;;19;logement familial;655664.758;6864971.418;"{""type"": ""Point"", ""coordinates"": [2.395446562586097, 48.88323224399351]}";48.883232244,2.39544656259
3049;10-14, RUE LABROUSTE;75015;Paris;2016;TOIT&JOIE;8;5;3;0;0;construction neuve;;15;logement familial;649318.174;6859752.645;"{""type"": ""Point"", ""coordinates"": [2.3095312092601192, 48.83583239227607]}";48.8358323923,2.30953120926
3061;1, RUE DE CASABLANCA;75015;Paris;2017;BATIGERE;2;0;2;0;0;construction neuve;;15;logement familial;647832.78;6860088.834;"{""type"": ""Point"", ""coordinates"": [2.289254652228305, 48.83873721810112]}";48.8387372181,2.28925465223
3074;40 RUE SAINT DENIS;75001;Paris;2017;ELOGIE SIEMP;2;1;1;0;0;construction neuve;;1;logement familial;652204.8;6862466.935;"{""type"": ""Point"", ""coordinates"": [2.348550533029858, 48.860462460814766]}";48.8604624608,2.34855053303
3075;40-44, RUE MARX DORMOY;75018;Paris;2017;ELOGIE SIEMP;2;2;0;0;0;construction neuve;;18;logement familial;653063.389;6865448.616;"{""type"": ""Point"", ""coordinates"": [2.359923172803944, 48.887339170641816]}";48.8873391706,2.3599231728
3078;6 RUE MARIA DERAISMES 4 IMPASSE SAINT-OUEN;75017;Paris;2017;ELOGIE SIEMP;16;8;8;0;0;acquisition réhabilitation;;17;logement familial;650652.957;6866203.877;"{""type"": ""Point"", ""coordinates"": [2.326965762732395, 48.89395071038416]}";48.8939507104,2.32696576273
2871;25, RUE DES MARINIERS-HOPITAL BROUSSAIS;75014;Paris;2015;SOFILOGIS;17;0;0;0;17;construction neuve;;14;logement familial;649545.657;6858730.475;"{""type"": ""Point"", ""coordinates"": [2.31275138763781, 48.82665779215739]}";48.8266577922,2.31275138764
3417;4 BIS, RUE DE THIONVILLE;75019;Paris;2018;RIVP;16;0;0;0;1;acquisition réhabilitation;;19;logement familial;654599.471;6865498.213;"{""type"": ""Point"", ""coordinates"": [2.380864620903595, 48.887895324043676]}";48.887895324,2.3808646209
3423;304 RUE DE BELLEVILLE;75020;Paris;2018;RIVP;1;0;0;0;1;construction neuve;;20;logement familial;656343.238;6864221.849;"{""type"": ""Point"", ""coordinates"": [2.40477497909802, 48.87653790392226]}";48.8765379039,2.4047749791
3434;9, RUE DE LA COSSONNERIE;75001;Paris;2018;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;1;logement familial;652198.586;6862573.761;"{""type"": ""Point"", ""coordinates"": [2.3484538259264482, 48.861422671827725]}";48.8614226718,2.34845382593
3441;73, BD PONIATOWSKI;75012;Paris;2018;TOIT&JOIE;9;1;0;0;0;construction neuve;;12;résidence sociale pour démuni;656125.061;6859457.404;"{""type"": ""Point"", ""coordinates"": [2.402292125660914, 48.833676598756476]}";48.8336765988,2.40229212566
3184;DALLE DE LA PORTE DE VANVES;75014;Paris;2017;RIVP;100;100;0;0;0;construction neuve;;14;foyer pour jeunes travailleurs ou résidence pour jeunes;648761.482;6858619.016;"{""type"": ""Point"", ""coordinates"": [2.302083954905174, 48.82559357286223]}";48.8255935729,2.30208395491
3206;52 TER, RUE DES VINAIGRIERS 6-10, PASSAGE DUBAIL;75010;Paris;2017;VILOGIA;30;30;0;0;0;construction neuve;;10;maison relais;653040.335;6863884.822;"{""type"": ""Point"", ""coordinates"": [2.359781699179397, 48.87327472724394]}";48.8732747272,2.35978169918
3218;16 RUE DE SEINE;75006;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;6;logement familial;651319.909;6861997.393;"{""type"": ""Point"", ""coordinates"": [2.336543786239401, 48.8561736656896]}";48.8561736657,2.33654378624
3392;18 RUE JEAN JACQUES ROUSSEAU;75001;Paris;2018;RIVP;34;1;1;0;0;acquisition réhabilitation;;1;logement familial;651645.487;6862711.699;"{""type"": ""Point"", ""coordinates"": [2.340899592317237, 48.862621847774584]}";48.8626218478,2.34089959232
3399;212-222, RUE DE TOLBIAC;75013;Paris;2018;RIVP;22;0;1;0;0;acquisition réhabilitation;;13;résidences pour étudiants;652001.729;6858631.177;"{""type"": ""Point"", ""coordinates"": [2.346215661877685, 48.825952357127214]}";48.8259523571,2.34621566188
3406;9, RUE DESNOUETTES;75015;Paris;2018;RIVP;14;1;1;0;1;acquisition réhabilitation;;15;logement familial;648050.392;6859785.923;"{""type"": ""Point"", ""coordinates"": [2.292256308050112, 48.83603071726915]}";48.8360307173,2.29225630805
16837;44, RUE SAINT CHARLES;75015;Paris;2019;SEQENS SOLIDARITE;60;60;0;0;0;construction neuve;;15;foyer pour jeunes travailleurs ou résidence pour jeunes;647754.311;6861305.878;"{""type"": ""Point"", ""coordinates"": [2.288036117287608, 48.849675669558174]}";48.8496756696,2.28803611729
17102;16-18 RUE ARMAND CARREL;75019;Paris;2019;LOTUS;11;0;0;0;11;construction neuve;;19;logement familial;654518.671;6864922.027;"{""type"": ""Point"", ""coordinates"": [2.3798244940854, 48.882708154906354]}";48.8827081549,2.37982449409
16001;55, RUE DU THEATRE;75015;Paris;2019;ELOGIE SIEMP;5;0;5;0;0;acquisition réhabilitation;;15;logement familial;647853.736;6861170.46;"{""type"": ""Point"", ""coordinates"": [2.289407537417022, 48.84846592260836]}";48.8484659226,2.28940753742
15885;MILLE ARBRES PORTE MAILLOT 16 BOULEVARD PERSHING;75017;Paris;2019;PARIS HAB;13;13;0;0;0;construction neuve;;17;logement familial;647456.137;6864768.997;"{""type"": ""Point"", ""coordinates"": [2.283544869790672, 48.88079445188474]}";48.8807944519,2.28354486979
15981;72, RUE DE LA PLAINE RUE DES PYRENEES;75020;Paris;2019;PARIS HAB;105;0;105;0;0;acquisition conventionnement;;20;logement familial;656414.849;6861306.021;"{""type"": ""Point"", ""coordinates"": [2.406050329217944, 48.850321007699044]}";48.8503210077,2.40605032922
179;39, RUE DE LA ROCHEFOUCAULD;75009;Paris;2002;HENEO;18;18;0;0;0;acquisition réhabilitation;;9;résidence sociale pour démuni;651222.4914;6864619.259;"{""type"": ""Point"", ""coordinates"": [2.33491518797396, 48.879744208494984]}";48.8797442085,2.33491518797
440;50 BIS, RUE DE MALTE;75011;Paris;2004;LOG.FR.;6;3;3;0;0;acquisition réhabilitation;;11;logement familial;653536.8941;6863211.298;"{""type"": ""Point"", ""coordinates"": [2.366624831623974, 48.8672538695069]}";48.8672538695,2.36662483162
442;14 A 16 AVENUE DE SAINT MANDE;75012;Paris;2004;PARIS HAB;64;0;64;0;0;construction neuve;;12;logement familial;655792.065;6860739.019;"{""type"": ""Point"", ""coordinates"": [2.397622710288629, 48.8451795181099]}";48.8451795181,2.39762271029
446;9A ET 9B, RUE DE LUNEVILLE;75019;Paris;2004;PARIS HAB;50;0;0;0;50;construction neuve;;19;résidence pour étudiants;655087.8996;6865335.508;"{""type"": ""Point"", ""coordinates"": [2.387542352773194, 48.8864664233373]}";48.8864664233,2.38754235277
15955;72 RUE ALEXANDRE DUMAS 79, BD DE CHARONE;75011;Paris;2019;RIVP;8;0;8;0;0;acquisition réhabilitation;;11;logement familial;655657.42;6861741.983;"{""type"": ""Point"", ""coordinates"": [2.395683519426584, 48.854189923496286]}";48.8541899235,2.39568351943
509;18-18 BIS RUE DE LA MARE ET 23 RUE HENRI CHEVREAU;75020;Paris;2005;SIEMP;10;0;0;0;10;acquisition réhabilitation;;20;logement familial;655172.5188;6863474.351;"{""type"": ""Point"", ""coordinates"": [2.388892661488138, 48.869735373001895]}";48.869735373,2.38889266149
543;48 RUE MYRHA (HS);75018;Paris;2005;PARIS HAB;5;0;5;0;0;construction neuve;;18;logement familial;652508.3948;6865415.435;"{""type"": ""Point"", ""coordinates"": [2.35235873877664, 48.887000088714665]}";48.8870000887,2.35235873878
314;85 RUE DAMREMONT BAT C;75018;Paris;2004;SADIF;23;2;21;0;0;acquisition conventionnement;;18;logement familial;651338.2307;6866181.949;"{""type"": ""Point"", ""coordinates"": [2.336314141100766, 48.89380568235479]}";48.8938056824,2.3363141411
317;24 PLACE CHARLES FILLION;75017;Paris;2004;IMM 3F;2;0;0;0;2;acquisition réhabilitation;;17;logement familial;649838.9177;6865610.75;"{""type"": ""Point"", ""coordinates"": [2.315933877455736, 48.88855405221442]}";48.8885540522,2.31593387746
320;24, RUE BONAPARTE;75006;Paris;2004;PARIS HAB;63;0;63;0;0;acquisition réhabilitation;;6;résidence pour étudiants;651138.2895;6861961.719;"{""type"": ""Point"", ""coordinates"": [2.334072729162383, 48.85583910412288]}";48.8558391041,2.33407272916
339;193, RUE SAINT CHARLES;75015;Paris;2004;RIVP;48;48;0;0;0;acquisition réhabilitation;;15;résidence pour étudiants;647186.0794;6860300.572;"{""type"": ""Point"", ""coordinates"": [2.280417962431701, 48.84058869819749]}";48.8405886982,2.28041796243
18;32 RUE ORDENER (RS);75018;Paris;2001;HENEO;41;41;0;0;0;acquisition réhabilitation;;18;résidence sociale pour démuni;652413.576;6865904.847;"{""type"": ""Point"", ""coordinates"": [2.351010903631394, 48.89139419388638]}";48.8913941939,2.35101090363
25;1-7 ET 4-10, IMPASSE DRUINOT - 41, RUE DE CITEAUX;75012;Paris;2001;SAGI;18;0;18;0;0;acquisition réhabilitation;;12;logement familial;654573.6175;6861260.976;"{""type"": ""Point"", ""coordinates"": [2.380965060998596, 48.8497887360666]}";48.8497887361,2.380965061
49;17 RUE ANGELIQUE COMPOINT (DP);75018;Paris;2001;SAGI;21;0;0;0;21;construction neuve;;18;logement familial;651231.6389;6866586.324;"{""type"": ""Point"", ""coordinates"": [2.334813971417938, 48.89743398798954]}";48.897433988,2.33481397142
195;49 BIS RUE DU MOULIN DE LA POINTE;75013;Paris;2003;FONCIERE;9;0;0;0;9;construction neuve;opération abandonnée;13;logement familial;652759.4812;6858233.682;"{""type"": ""Point"", ""coordinates"": [2.356580659118503, 48.822433595033544]}";48.822433595,2.35658065912
253;10, RUE DU MOULIN DE LA POINTE;75013;Paris;2003;PARIS HAB;38;0;0;0;38;construction neuve;;13;logement familial;652786.944;6858434.328;"{""type"": ""Point"", ""coordinates"": [2.356932432488099, 48.824240052290364]}";48.8242400523,2.35693243249
264;32, RUE DE LA GRANDE TRUANDERIE;75001;Paris;2003;PARIS HAB;17;5;12;0;0;acquisition conventionnement;;1;logement familial;652176.8957;6862757.675;"{""type"": ""Point"", ""coordinates"": [2.348137500701398, 48.86307497420312]}";48.8630749742,2.3481375007
269;70, BD VINCENT AURIOL;75013;Paris;2003;PARIS HAB;37;37;0;0;0;acquisition réhabilitation;;13;résidence sociale pour démuni;653441.6343;6859557.737;"{""type"": ""Point"", ""coordinates"": [2.365726377504965, 48.83439064338972]}";48.8343906434,2.3657263775
279;4, PASSAGE KRACHER;75018;Paris;2003;HENEO;10;10;0;0;0;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;18;foyer de travailleurs migrants;652274.2607;6866298.434;"{""type"": ""Point"", ""coordinates"": [2.349066742824034, 48.89492325442618]}";48.8949232544,2.34906674282
64;2-4 VILLA GARNIER;75015;Paris;2001;SAGI;91;0;33;0;58;acquisition conventionnement;;15;logement familial;649942.0183;6860659.682;"{""type"": ""Point"", ""coordinates"": [2.317923049584615, 48.84403814008747]}";48.8440381401,2.31792304958
78;111 RUE BOBILLOT;75013;Paris;2001;IMM 3F;20;0;0;0;20;acquisition conventionnement;;13;logement familial;652147.1989;6858361.545;"{""type"": ""Point"", ""coordinates"": [2.348227331095875, 48.82353832922476]}";48.8235383292,2.3482273311
83;55-59-63 RUE BALARD;75015;Paris;2001;SAGI;83;0;74;0;9;acquisition conventionnement;;15;logement familial;647005.2596;6860396.86;"{""type"": ""Point"", ""coordinates"": [2.277942459697727, 48.84143976781032]}";48.8414397678,2.2779424597
87;129 BD NEY;75018;Paris;2002;RIVP;70;0;70;0;0;acquisition conventionnement;;18;logement familial;651090.569;6866596.543;"{""type"": ""Point"", ""coordinates"": [2.332888733557419, 48.89751518058771]}";48.8975151806,2.33288873356
130;1, RUE DE CHINE;75020;Paris;2002;LOG.FR.;34;0;34;0;0;acquisition conventionnement;;20;logement familial;656082.8758;6862890.398;"{""type"": ""Point"", ""coordinates"": [2.401362906956133, 48.86454667911119]}";48.8645466791,2.40136290696
133;20, RUE SEVERO;75014;Paris;2002;LOG.FR.;45;9;36;0;0;acquisition conventionnement;;14;logement familial;650306.1338;6859383.617;"{""type"": ""Point"", ""coordinates"": [2.323033210642842, 48.83259063721886]}";48.8325906372,2.32303321064
148;18, RUE BERZELIUS;75017;Paris;2002;IMM 3F;31;31;0;0;0;acquisition réhabilitation;;17;résidence sociale pour démuni;650043.2478;6866078.152;"{""type"": ""Point"", ""coordinates"": [2.318665269158816, 48.89277309612392]}";48.8927730961,2.31866526916
691;16-18, RUE MYRHA;75018;Paris;2006;BATIGERE;12;0;12;0;0;construction neuve;;18;logement familial;652691.1211;6865444.54;"{""type"": ""Point"", ""coordinates"": [2.35484721667559, 48.887275271767344]}";48.8872752718,2.35484721668
692;55, RUE MYRHA;75018;Paris;2006;BATIGERE;19;0;19;0;0;construction neuve;;18;résidence pour étudiants;652468.9499;6865395.846;"{""type"": ""Point"", ""coordinates"": [2.351823047059466, 48.886821020910396]}";48.8868210209,2.35182304706
698;30, RUE DES MARAICHERS;75020;Paris;2006;AXIMO;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656528.4441;6861266.909;"{""type"": ""Point"", ""coordinates"": [2.407602268683703, 48.84997694740495]}";48.8499769474,2.40760226868
701;45, RUE DESNOUETTES;75015;Paris;2006;PARIS HAB;43;0;43;0;0;acquisition conventionnement;;15;logement familial;647738.1498;6859771.418;"{""type"": ""Point"", ""coordinates"": [2.288004438777731, 48.83587502915047]}";48.8358750292,2.28800443878
712;66, RUE DE TURBIGO;75003;Paris;2006;IMM 3F;6;2;4;0;0;acquisition conventionnement;;3;logement familial;652979.5931;6863079.736;"{""type"": ""Point"", ""coordinates"": [2.359042712109787, 48.866030312617276]}";48.8660303126,2.35904271211
723;21, RUE GALANDE ET 2 RUE DES ANGLAIS;75005;Paris;2006;PARIS HAB;29;5;24;0;0;acquisition conventionnement;;5;logement familial;652150.4654;6861422.568;"{""type"": ""Point"", ""coordinates"": [2.347927532973003, 48.85106652972798]}";48.8510665297,2.34792753297
728;3-5,  RUE DU NORD - 97, RUE DES POISSONNIERS;75018;Paris;2006;SIEMP;8;0;8;0;0;construction neuve;;18;logement familial;652482.7278;6866047.758;"{""type"": ""Point"", ""coordinates"": [2.351937965608732, 48.89268444523002]}";48.8926844452,2.35193796561
730;49 RUE DE LA CHAPELLE;75018;Paris;2006;ADOMA;39;39;0;0;0;construction neuve;;18;résidence sociale pour démuni;653013.2699;6866195.781;"{""type"": ""Point"", ""coordinates"": [2.359157035207197, 48.89405449736942]}";48.8940544974,2.35915703521
732;161-161BIS RUE DE LA CONVENTION;75015;Paris;2006;SIEMP;34;0;34;0;0;acquisition réhabilitation;;15;résidence pour étudiants;648139.368;6860081.691;"{""type"": ""Point"", ""coordinates"": [2.293432366815545, 48.83869772608401]}";48.8386977261,2.29343236682
765;6-8 PASSAGE DE LA BRIE;75019;Paris;2006;SIEMP;9;0;0;0;9;acquisition réhabilitation;;19;logement familial;653962.3267;6864727.284;"{""type"": ""Point"", ""coordinates"": [2.372259707764816, 48.880917350315414]}";48.8809173503,2.37225970776
771;106, BD JOURDAN;75014;Paris;2007;PARIS HAB;27;8;19;0;0;acquisition conventionnement;;14;logement familial;650536.9776;6858342.709;"{""type"": ""Point"", ""coordinates"": [2.32629876335429, 48.82324739146096]}";48.8232473915,2.32629876335
788;71, RUE DES HAIES;75020;Paris;2007;SIEMP;6;0;6;0;0;acquisition réhabilitation;;20;logement familial;656204.6263;6861795.039;"{""type"": ""Point"", ""coordinates"": [2.403135290597657, 48.854704484354194]}";48.8547044844,2.4031352906
573;108, RUE BRANCION;75015;Paris;2005;SEMIDEP;11;4;7;0;0;acquisition réhabilitation;;15;logement familial;648734.7375;6859083.257;"{""type"": ""Point"", ""coordinates"": [2.301663767051329, 48.829766407706636]}";48.8297664077,2.30166376705
576;19, RUE AU MAIRE;75003;Paris;2005;SIEMP;10;3;7;0;0;acquisition réhabilitation;;3;logement familial;652785.5844;6862920.238;"{""type"": ""Point"", ""coordinates"": [2.356415925504891, 48.86458178108169]}";48.8645817811,2.3564159255
593;136 - 138, BD DE LA VILLETTE;75019;Paris;2005;SIEMP;7;0;0;0;7;construction neuve;;19;logement familial;653835.3403;6864488.121;"{""type"": ""Point"", ""coordinates"": [2.370554270570519, 48.87875752990657]}";48.8787575299,2.37055427057
608;31-37 ET 36 RUE DU NORD;75018;Paris;2006;SIEMP;10;0;10;0;0;acquisition réhabilitation;;18;logement familial;652351.7928;6866086.669;"{""type"": ""Point"", ""coordinates"": [2.350147928037358, 48.89302467954167]}";48.8930246795,2.35014792804
625;68, RUE DE L'OURCQ;75019;Paris;2006;FONCIERE;56;0;0;0;56;construction neuve;;19;logement familial;654322.8494;6866117.233;"{""type"": ""Point"", ""coordinates"": [2.377025837915263, 48.893442390732716]}";48.8934423907,2.37702583792
657;37-39 RUE VERGNIAUD;75013;Paris;2006;SIEMP;9;0;0;0;9;construction neuve;;13;logement familial;651960.2741;6858786.174;"{""type"": ""Point"", ""coordinates"": [2.345633535272222, 48.827343178934036]}";48.8273431789,2.34563353527
351;5 VILLA VIRGINIE;75014;Paris;2004;LOG.FR.;16;3;13;0;0;acquisition conventionnement;;14;logement familial;650601.2551;6858439.355;"{""type"": ""Point"", ""coordinates"": [2.327162983536325, 48.82412147205204]}";48.8241214721,2.32716298354
359;6 RUE DE LA BOETIE;75008;Paris;2004;PARIS HAB;10;3;5;0;2;acquisition réhabilitation;;8;logement familial;650007.4915;6864041.01;"{""type"": ""Point"", ""coordinates"": [2.31841744543087, 48.87445100735409]}";48.8744510074,2.31841744543
413;ZAC PRG LOT M3E1 13-25 RUE FRANCOISE DOLTO;75013;Paris;2004;PARIS HAB;76;0;76;0;0;construction neuve;;13;logement familial;654700.2925;6858990.851;"{""type"": ""Point"", ""coordinates"": [2.382932963811072, 48.8293822578741]}";48.8293822579,2.38293296381
423;3, IMPASSE DE L'ASTROLABE;75015;Paris;2004;SIEMP;8;4;4;0;0;construction neuve;;15;logement familial;650034.9889;6860675.505;"{""type"": ""Point"", ""coordinates"": [2.31918792094539, 48.84418765148417]}";48.8441876515,2.31918792095
897;18 A 26, RUE VIALA (CAF);75015;Paris;2007;SEMPSEINE;39;8;31;0;0;construction neuve;;15;logement familial;647946.2675;6861391.998;"{""type"": ""Point"", ""coordinates"": [2.29064126862942, 48.8504656745079]}";48.8504656745,2.29064126863
1159;15 RUE DES INNOCENTS;75001;Paris;2008;ELOGIE;12;0;12;0;0;acquisition conventionnement;;1;logement familial;652092.0643;6862468.673;"{""type"": ""Point"", ""coordinates"": [2.347013817414695, 48.86046971625672]}";48.8604697163,2.34701381741
1168;7 RUE DES PRECHEURS;75001;Paris;2008;ELOGIE;5;0;5;0;0;acquisition conventionnement;;1;logement familial;652213.9115;6862633.426;"{""type"": ""Point"", ""coordinates"": [2.348655998982327, 48.8619603679711]}";48.861960368,2.34865599898
